"x","y","radius","im_x","im_y","id","hex"
-0.0598079834192834,0,0.0598079834192834,85,103,1,"#999999"
0.0106423510585049,0,0.0106423510585049,86,103,2,"#000000"
0.0139982852512737,-0.0305167784784121,0.020058399144164,86,103,3,"#000000"
0.0235337593004366,0.0424500081914734,0.0337219544349468,87,105,4,"#000000"
0.102956508056156,-0.0230318269691376,0.0692141604903583,89,103,5,"#000000"
-0.00274812204705821,-0.0508196215814288,0.00625979979625238,86,102,7,"#EBEBEB"
-0.0278592605845469,0.0923441815623073,0.0379067481168734,85,106,9,"#000000"
0.0857945861239382,0.147573752729942,0.0884558349644985,88,108,10,"#000000"
0.136156239762474,0.0557469671175368,0.0162745556254082,89,105,11,"#000000"
-0.13361864316496,0.00655882516190636,0.0142935123793614,83,104,19,"#C2C2C2"
-0.157972944665631,0.0926454745730224,0.0751718060877293,82,106,20,"#000000"
-0.0705357761523517,0.133343673838559,0.0212730064273919,84,107,21,"#000000"
0.0623624274585503,-0.0894628786509015,0.00863803284489805,88,101,22,"#999999"
-0.0308771631136115,0.165082707962819,0.02952238583704,85,108,30,"#000000"
0.23032801923114,0.0508327377969572,0.0780253579382332,92,105,31,"#000000"
0.20609000470881,-0.0680732064420943,0.0433258057288908,91,102,32,"#000000"
0.153958717770082,-0.0859638571042003,0.0117899493598445,90,101,33,"#000000"
0.136242494054281,-0.0912606990819709,0.00670115979255098,89,101,34,"#000000"
0.113748843909287,-0.128497133938225,0.0368019019117634,89,100,35,"#D6D6D6"
0.0823724271475125,-0.0970549085928439,0.00761761028139658,88,101,36,"#999999"
0.196240811548549,0.1448950060873,0.0220228706493863,91,108,39,"#000000"
-0.0964263715297447,0.155591538299667,0.0128633437301121,84,108,40,"#000000"
-0.0937094415880962,0.227318649539181,0.0589152059562213,84,110,41,"#000000"
0.144303901087697,-0.0993931017820439,0.00474970292754849,89,101,42,"#000000"
0.183763256497874,-0.142791335780492,0.0346567726941392,90,99,43,"#FBFBFB"
-0.0239605531882788,0.207610809458365,0.0135644904674062,86,109,44,"#000000"
0.0275882761320105,0.320613298633725,0.0941110266765558,87,113,45,"#000000"
0.195208804534981,0.275103413941701,0.0795777500097124,91,111,46,"#000000"
0.228127184661845,0.177406792649308,0.02351565211732,91,109,47,"#000000"
-0.184116516012525,0.200165878752547,0.0354813621348682,82,109,51,"#000000"
-0.327551185904908,0.113614968124084,0.0956980261284765,78,107,52,"#242424"
-0.242857462512898,0.197251567481601,0.0233318337138838,80,109,53,"#000000"
0.274115183541191,-0.0459537773705565,0.0282052651258664,93,102,60,"#000000"
0.255331610380227,-0.0750218905069488,0.00640366178618046,92,101,61,"#000000"
0.249140700520899,-0.0794343157931296,0.0011987629449464,92,101,62,"#000000"
0.248157569279204,-0.0810593982555573,0.000700563264025268,92,101,63,"#000000"
0.273082330976364,-0.118394878049636,0.0404610811455821,93,100,64,"#000000"
0.222312712652309,-0.119202011510201,0.0103149526616521,91,100,65,"#000000"
0.23497303752346,-0.168945666312703,0.022845320122355,92,99,66,"#000000"
0.245346344906842,0.142788434994835,0.0151486746741278,92,108,68,"#000000"
0.313295049271274,0.152962689409558,0.053557525029396,93,108,69,"#000000"
0.284251407970355,0.107622762591854,0.000287085321606014,93,107,70,"#000000"
0.389411465412182,0.0416089353849914,0.0813252660949705,95,105,71,"#000000"
0.306539427955872,0.0189308089128556,0.00459371907388597,93,104,72,"#000000"
0.305218441338999,-0.000855449162858471,0.0129704880916058,93,103,73,"#000000"
0.352063203925394,-0.0810572690773294,0.0469006686970103,94,101,74,"#000000"
-0.176428858176438,0.26887412912404,0.0336556305110125,82,111,75,"#000000"
-0.13020667495537,0.298984383496271,0.0215088294254584,83,112,76,"#000000"
-0.11331842137354,0.284004049418192,0.00106601316834594,83,112,77,"#000000"
-0.089655153156102,0.31773457801824,0.0231677384244575,84,113,78,"#000000"
-0.286174132769386,0.288712705682294,0.0778683329019652,79,112,79,"#000000"
0.243166071092827,0.158460211868786,0.000674036354357998,92,108,80,"#000000"
0.252650971133595,0.162028249111672,0.00543112152415805,92,108,81,"#000000"
0.316528187909343,0.250648552515831,0.0441818275174182,94,111,82,"#000000"
0.264096396832445,-0.164591814154588,0.00660168458194331,92,99,86,"#000000"
0.291672914219981,-0.198971729518104,0.0374714692832792,93,98,87,"#000000"
0.423446112490722,-0.202957304697057,0.0943619885034569,96,98,88,"#000000"
-0.50488461122953,0.271207716019285,0.141541553045244,74,111,89,"#000000"
-0.179132234281038,0.346041049546769,0.0435586288579058,82,113,92,"#000000"
-0.112042493776588,0.360453210884889,0.0250616573218425,83,114,93,"#000000"
-0.0711616824879902,0.341290709921824,0.00678054712933281,84,113,94,"#000000"
-0.0669289665151996,0.353212039616371,0.0058699068622208,85,114,95,"#000000"
-0.0740063116939814,0.436754436297798,0.0601945925776965,84,116,96,"#000000"
0.0443475298041542,0.479476731457898,0.0656339665856053,87,117,97,"#000000"
0.129095266224214,0.412172283434331,0.0425883395812884,89,115,98,"#000000"
0.127798494060939,0.35707335249117,0.0125258492372247,89,114,99,"#000000"
0.187812622784675,0.379181215608198,0.0247625217180069,91,114,100,"#000000"
0.233419519221392,0.36914966839856,0.0219345974865927,92,114,101,"#000000"
0.244933835557743,0.344195802111739,0.00554766812878422,92,113,102,"#000000"
0.268818646860324,0.340178265319782,0.0186726706969756,92,113,103,"#000000"
0.268855253718367,0.316566955789153,0.00493866721118277,92,113,104,"#000000"
0.36255278820028,0.363829725208078,0.0779993563200816,95,114,105,"#000000"
-0.435475038097098,0.106476730829437,0.0124616350381357,76,107,111,"#FBFBFB"
-0.435162818281834,0.132493500091096,0.01355700758648,76,107,112,"#FBFBFB"
0.373301687571364,0.207185442315882,0.0273183278119683,95,109,114,"#000000"
0.381611222076405,0.164884470161059,0.0157910749782998,95,108,115,"#000000"
